id,title,gherkin,unit_tests,effort,time
STORY-034,Autenticación con Google,"Feature: Autenticación\nScenario: Usuario inicia sesión con Google\nGiven en página de login\nWhen selecciono ""Iniciar con Google""\nThen se autentica y redirige al dashboard","def test_google_login_success():\n  # Mockea API Google\ndef test_google_login_failure():\n  # Mockea error de autenticación",13,18
STORY-035,Ver detalles de un pedido,"Feature: Dashboard usuario\nScenario: Usuario ve detalles de pedido\nGiven en historial de pedidos\nWhen clico en un pedido\nThen veo detalles completos del pedido","def test_order_details_load():\n  # Verifica carga de detalles\ndef test_order_details_accuracy():\n  # Verifica datos correctos",3,5
STORY-036,Agregar producto a lista de deseos,"Feature: Lista de deseos\nScenario: Usuario agrega producto\nGiven en página de producto\nWhen clico ""Añadir a lista de deseos""\nThen el producto aparece en mi lista","def test_add_to_wishlist():\n  # Verifica adición\ndef test_wishlist_counter_update():\n  # Verifica contador",3,4
STORY-037,Notificaciones por email de nuevos productos,"Feature: Notificaciones\nScenario: Usuario recibe email de nuevos productos\nGiven estoy suscrito a notificaciones\nWhen se agrega un nuevo producto\nThen recibo un email con detalles","def test_new_product_email_sent():\n  # Mockea envío de email\ndef test_email_content():\n  # Verifica contenido",8,10
STORY-038,Bloquear cuenta de usuario,"Feature: Gestión usuarios\nScenario: Admin bloquea usuario\nGiven en panel de usuarios\nWhen marco usuario como bloqueado\nThen el usuario no puede iniciar sesión","def test_block_user_success():\n  # Verifica bloqueo\ndef test_blocked_user_login():\n  # Verifica error al login",5,7
STORY-039,Filtrar productos por precio,"Feature: Lista de productos\nScenario: Usuario filtra por rango de precio\nGiven en lista de productos\nWhen selecciono rango ""$50-$100""\nThen veo productos en ese rango","def test_price_filter_applied():\n  # Verifica productos filtrados",5,6
STORY-040,Integración con API de mensajería,"Feature: Notificaciones\nScenario: Admin recibe notificación en Slack\nGiven un evento crítico ocurre\nWhen el sistema envía notificación\nThen se envía mensaje a canal de Slack","def test_slack_notification_sent():\n  # Mockea API Slack\ndef test_slack_message_content():\n  # Verifica contenido",13,18
STORY-041,Validación de formato de email,"Feature: Registro\nScenario: Usuario ingresa email inválido\nGiven en página de registro\nWhen ingreso email inválido\nThen veo mensaje de error","def test_invalid_email_validation():\n  # Verifica error\ndef test_valid_email_submission():\n  # Verifica éxito",3,4
STORY-042,Eliminar cuenta de usuario,"Feature: Perfil\nScenario: Usuario elimina su cuenta\nGiven en configuración de perfil\nWhen selecciono ""Eliminar cuenta""\nThen la cuenta se marca como eliminada","def test_delete_account_success():\n  # Verifica eliminación\ndef test_delete_account_confirmation():\n  # Verifica confirmación requerida",8,10
STORY-043,Generar gráfico de ventas,"Feature: Reportes\nScenario: Admin ve gráfico de ventas\nGiven en panel de reportes\nWhen selecciono ""Gráfico de ventas""\nThen veo gráfico con datos de ventas","def test_sales_chart_render():\n  # Verifica renderizado\ndef test_chart_data_accuracy():\n  # Verifica datos",8,12
STORY-044,Autocompletado en búsqueda de productos,"Feature: Búsqueda\nScenario: Usuario usa autocompletado\nGiven en barra de búsqueda\nWhen escribo ""lap""\nThen veo sugerencias como ""laptop""","def test_autocomplete_suggestions():\n  # Verifica sugerencias\ndef test_autocomplete_no_results():\n  # Verifica sin resultados",5,7
STORY-045,Agregar dirección de envío,"Feature: Perfil\nScenario: Usuario agrega dirección\nGiven en sección de direcciones\nWhen ingreso datos válidos\nThen la dirección se guarda","def test_add_address_success():\n  # Verifica guardado\ndef test_address_validation():\n  # Verifica datos inválidos",5,8
STORY-046,Cambiar idioma de la aplicación,"Feature: Configuración\nScenario: Usuario cambia el idioma\nGiven estoy en la configuración de la aplicación\nWhen selecciono el idioma ""Español""\nThen la interfaz se actualiza al idioma seleccionado","def test_language_change_success():\n  # Verifica cambio de idioma en UI\ndef test_language_persistence():\n  # Verifica que el idioma se guarda",5,8
STORY-047,Ver estadísticas de visitas a producto,"Feature: Panel admin\nScenario: Admin ve estadísticas de producto\nGiven estoy en el panel de productos\nWhen selecciono ""Estadísticas"" de un producto\nThen veo gráfico de visitas por día","def test_product_stats_load():\n  # Verifica carga de estadísticas\ndef test_stats_data_accuracy():\n  # Verifica datos correctos",8,12
STORY-048,Agregar método de pago guardado,"Feature: Perfil\nScenario: Usuario guarda tarjeta de crédito\nGiven estoy en la sección de métodos de pago\nWhen ingreso datos válidos de tarjeta\nThen la tarjeta se guarda para pagos futuros","def test_save_payment_method():\n  # Verifica guardado en BD\ndef test_invalid_card_validation():\n  # Verifica error para datos inválidos",8,10
STORY-049,Filtrar pedidos por estado,"Feature: Historial de pedidos\nScenario: Usuario filtra pedidos por estado\nGiven estoy en el historial de pedidos\nWhen selecciono filtro ""Enviado""\nThen veo solo pedidos con estado enviado","def test_order_status_filter():\n  # Verifica filtro aplicado\ndef test_empty_filter_results():\n  # Verifica mensaje si no hay resultados",5,6
STORY-050,Integración con API de envío,"Feature: Checkout\nScenario: Sistema calcula costo de envío\nGiven estoy en checkout\nWhen ingreso dirección de envío\nThen veo costo de envío calculado por API","def test_shipping_cost_calculation():\n  # Mockea API de envío\ndef test_shipping_api_failure():\n  # Verifica manejo de error",13,20
STORY-051,Eliminar comentario de producto,"Feature: Detalle de producto\nScenario: Usuario elimina su comentario\nGiven estoy en página de producto\nWhen elimino mi comentario\nThen el comentario desaparece de la lista","def test_delete_comment_success():\n  # Verifica eliminación\ndef test_delete_unauthorized_comment():\n  # Verifica error si no es propietario",5,7
STORY-052,Notificación SMS de confirmación de pedido,"Feature: Notificaciones\nScenario: Usuario recibe SMS tras pago\nGiven el pago es exitoso\nWhen el sistema procesa el pedido\nThen recibo un SMS de confirmación","def test_sms_notification_sent():\n  # Mockea envío de SMS\ndef test_sms_content():\n  # Verifica contenido del mensaje",8,12
STORY-053,Exportar estadísticas a JSON,"Feature: Reportes admin\nScenario: Admin exporta estadísticas\nGiven estoy en panel de reportes\nWhen selecciono ""Exportar a JSON""\nThen se descarga archivo ""estadisticas.json""","def test_json_export_generation():\n  # Verifica archivo generado\ndef test_json_data_accuracy():\n  # Verifica datos correctos",5,9
STORY-054,Autenticación con Facebook,"Feature: Autenticación\nScenario: Usuario inicia sesión con Facebook\nGiven estoy en página de login\nWhen selecciono ""Iniciar con Facebook""\nThen se autentica y redirige al dashboard","def test_facebook_login_success():\n  # Mockea API Facebook\ndef test_facebook_login_failure():\n  # Mockea error de autenticación",13,18
STORY-055,Ver recomendaciones de productos,"Feature: Lista de productos\nScenario: Usuario ve productos recomendados\nGiven estoy en la página principal\nWhen navego a sección ""Recomendados""\nThen veo productos basados en mi historial","def test_recommendations_load():\n  # Verifica carga de recomendaciones\ndef test_recommendation_accuracy():\n  # Verifica relevancia de productos",8,12
STORY-056,Agregar producto a comparación,"Feature: Comparación de productos\nScenario: Usuario compara productos\nGiven estoy en página de producto\nWhen clico ""Agregar a comparación""\nThen el producto se agrega a la lista de comparación","def test_add_to_comparison():\n  # Verifica adición\ndef test_comparison_limit():\n  # Verifica límite de productos",3,5
STORY-057,Notificación de reembolso procesado,"Feature: Notificaciones\nScenario: Usuario recibe notificación de reembolso\nGiven se procesa un reembolso\nWhen el sistema confirma el reembolso\nThen recibo una notificación por email","def test_refunded_notification_sent():\n  # Mockea envío de email\ndef test_notification_content():\n  # Verifica contenido",8,10
STORY-058,Desactivar cuenta de usuario,"Feature: Gestión usuarios\nScenario: Admin desactiva cuenta\nGiven en panel de usuarios\nWhen marco usuario como desactivado\nThen el usuario no puede iniciar sesión","def test_deactivate_user_success():\n  # Verifica desactivación\ndef test_deactivated_user_login():\n  # Verifica error al login",5,7
STORY-059,Filtrar productos por disponibilidad,"Feature: Lista de productos\nScenario: Usuario filtra por disponibilidad\nGiven estoy en lista de productos\nWhen selecciono ""En stock""\nThen veo solo productos disponibles","def test_availability_filter_applied():\n  # Verifica filtro aplicado",5,6
STORY-060,Integración con API de reseñas externas,"Feature: Detalle de producto\nScenario: Mostrar reseñas externas\nGiven estoy en página de producto\nWhen el sistema consulta API de reseñas\nThen veo reseñas externas en la página","def test_external_reviews_load():\n  # Mockea API de reseñas\ndef test_reviews_api_failure():\n  # Verifica manejo de error",13,18
STORY-061,Validación de dirección de envío,"Feature: Checkout\nScenario: Usuario ingresa dirección inválida\nGiven estoy en checkout\nWhen ingreso dirección incompleta\nThen veo mensaje de error","def test_invalid_address_validation():\n  # Verifica error\ndef test_valid_address_submission():\n  # Verifica éxito",3,4
STORY-062,Cambiar estado de pedido,"Feature: Panel admin\nScenario: Admin actualiza estado de pedido\nGiven estoy en panel de pedidos\nWhen cambio estado a ""Entregado""\nThen el estado se actualiza en BD","def test_update_order_status():\n  # Verifica cambio de estado\ndef test_status_notification():\n  # Verifica notificación al usuario",8,10
STORY-063,Generar factura en PDF,"Feature: Checkout\nScenario: Usuario descarga factura\nGiven el pago es exitoso\nWhen clico ""Descargar factura""\nThen se descarga archivo ""factura.pdf""","def test_invoice_pdf_generation():\n  # Verifica archivo generado\ndef test_invoice_data_accuracy():\n  # Verifica datos correctos",8,12
STORY-064,Autocompletado en búsqueda de usuarios,"Feature: Panel admin\nScenario: Admin usa autocompletado\nGiven en panel de usuarios\nWhen escribo ""joh"" en búsqueda\nThen veo sugerencias como ""John""","def test_user_autocomplete_suggestions():\n  # Verifica sugerencias\ndef test_autocomplete_no_results():\n  # Verifica sin resultados",5,7
STORY-065,Agregar cupón a campaña promocional,"Feature: Panel admin\nScenario: Admin crea cupón promocional\nGiven estoy en panel de promociones\nWhen ingreso datos de cupón\nThen el cupón se guarda y activa","def test_create_coupon_success():\n  # Verifica creación\ndef test_coupon_validation():\n  # Verifica datos inválidos",8,10
STORY-066,Ver historial de pagos,"Feature: Perfil\nScenario: Usuario ve historial de pagos\nGiven estoy en sección de pagos\nWhen navego a ""Historial""\nThen veo lista de pagos realizados","def test_payment_history_load():\n  # Verifica carga de historial\ndef test_payment_details_accuracy():\n  # Verifica datos correctos",5,8
STORY-067,Notificación de cambio de precio,"Feature: Notificaciones\nScenario: Usuario recibe alerta de precio\nGiven estoy suscrito a producto\nWhen el precio cambia\nThen recibo notificación por email","def test_price_change_notification():\n  # Mockea envío de email\ndef test_notification_content():\n  # Verifica contenido",8,10
STORY-068,Proteger formulario contra CSRF,"Feature: Seguridad\nScenario: Formulario protegido contra CSRF\nGiven estoy en un formulario\nWhen envío datos sin token CSRF\nThen recibo error de seguridad","def test_csrf_protection():\n  # Verifica rechazo sin token\ndef test_valid_csrf_submission():\n  # Verifica éxito con token",5,7
STORY-069,Filtrar reportes por usuario,"Feature: Reportes admin\nScenario: Admin filtra reportes por usuario\nGiven estoy en panel de reportes\nWhen selecciono un usuario\nThen veo reportes asociados al usuario","def test_user_report_filter():\n  # Verifica filtro aplicado",5,6
STORY-070,Integración con API de análisis,"Feature: Estadísticas\nScenario: Admin ve análisis de uso\nGiven estoy en panel de estadísticas\nWhen consulto API de análisis\nThen veo métricas de uso en dashboard","def test_analytics_api_load():\n  # Mockea API de análisis\ndef test_analytics_failure_handling():\n  # Verifica manejo de error",13,18
STORY-071,Validación de cupón en checkout,"Feature: Checkout\nScenario: Sistema valida cupón\nGiven estoy en checkout\nWhen ingreso cupón vencido\nThen veo mensaje de error","def test_expired_coupon_validation():\n  # Verifica error\ndef test_valid_coupon_application():\n  # Verifica éxito",3,4
STORY-072,Eliminar dirección de envío,"Feature: Perfil\nScenario: Usuario elimina dirección\nGiven estoy en sección de direcciones\nWhen elimino una dirección\nThen la dirección desaparece de la lista","def test_delete_address_success():\n  # Verifica eliminación\ndef test_delete_address_validation():\n  # Verifica dirección no eliminable",5,7
STORY-073,Generar reporte de usuarios activos,"Feature: Reportes admin\nScenario: Admin genera reporte de usuarios\nGiven estoy en panel de reportes\nWhen selecciono ""Usuarios activos""\nThen se descarga archivo ""usuarios_activos.csv""","def test_active_users_report():\n  # Verifica archivo generado\ndef test_report_data_accuracy():\n  # Verifica datos correctos",5,9
STORY-074,Agregar producto a categoría,"Feature: Panel admin\nScenario: Admin asigna categoría a producto\nGiven estoy en edición de producto\nWhen selecciono categoría ""Electrónica""\nThen el producto se asocia a la categoría","def test_assign_category_success():\n  # Verifica asignación\ndef test_category_validation():\n  # Verifica categoría inválida",5,6
STORY-075,Notificación de cuenta comprometida,"Feature: Seguridad\nScenario: Sistema detecta login sospechoso\nGiven detecto actividad sospechosa\nWhen el sistema procesa la alerta\nThen el usuario recibe notificación por email","def test_security_notification_sent():\n  # Mockea envío de email\ndef test_notification_content():\n  # Verifica contenido",8,10
STORY-076,Importar productos desde CSV,"Feature: Gestión de productos\nScenario: Admin importa productos desde archivo\nGiven estoy en el panel de productos\nWhen subo un archivo CSV válido\nThen los productos se añaden a la base de datos","def test_import_products_success():\n  # Verifica importación exitosa\ndef test_invalid_csv_format():\n  # Verifica error por formato inválido",8,12
STORY-077,Ver notificaciones en la aplicación,"Feature: Notificaciones\nScenario: Usuario ve notificaciones internas\nGiven estoy en la aplicación\nWhen abro el panel de notificaciones\nThen veo lista de notificaciones recientes","def test_notifications_load():\n  # Verifica carga de notificaciones\ndef test_notification_read_status():\n  # Verifica estado de leído",5,7
STORY-078,Integración con API de clima,"Feature: Personalización\nScenario: Mostrar clima en dashboard\nGiven estoy en el dashboard\nWhen el sistema consulta la API de clima\nThen veo el clima actual en mi ubicación","def test_weather_api_load():\n  # Mockea API de clima\ndef test_weather_api_failure():\n  # Verifica manejo de error",13,18
STORY-079,Validación de stock en checkout,"Feature: Checkout\nScenario: Sistema valida stock antes de pagar\nGiven estoy en checkout con productos\nWhen el stock es insuficiente\nThen veo mensaje de error","def test_stock_validation_checkout():\n  # Verifica error por stock\ndef test_sufficient_stock_checkout():\n  # Verifica éxito",5,6
STORY-080,Generar código QR para producto,"Feature: Detalle de producto\nScenario: Admin genera QR para producto\nGiven estoy en edición de producto\nWhen selecciono ""Generar QR""\nThen se descarga un código QR con enlace al producto","def test_qr_code_generation():\n  # Verifica generación de QR\ndef test_qr_code_link_accuracy():\n  # Verifica enlace correcto",8,10
STORY-081,Filtrar comentarios por calificación,"Feature: Detalle de producto\nScenario: Usuario filtra comentarios por estrellas\nGiven estoy en página de producto\nWhen selecciono filtro ""5 estrellas""\nThen veo solo comentarios con 5 estrellas","def test_rating_filter_comments():\n  # Verifica filtro aplicado\ndef test_empty_rating_filter():\n  # Verifica mensaje sin resultados",5,6
STORY-082,Notificación push de oferta especial,"Feature: Notificaciones\nScenario: Usuario recibe oferta especial\nGiven estoy suscrito a ofertas\nWhen se crea una oferta especial\nThen recibo notificación push","def test_offer_push_notification():\n  # Mockea envío de notificación\ndef test_notification_content():\n  # Verifica contenido",8,10
STORY-083,Exportar historial de pagos a PDF,"Feature: Reportes usuario\nScenario: Usuario exporta historial de pagos\nGiven estoy en historial de pagos\nWhen clico ""Exportar a PDF""\nThen se descarga archivo ""pagos.pdf""","def test_payment_history_pdf_export():\n  # Verifica archivo generado\ndef test_pdf_data_accuracy():\n  # Verifica datos correctos",5,9
STORY-084,Autenticación con Apple ID,"Feature: Autenticación\nScenario: Usuario inicia sesión con Apple ID\nGiven estoy en página de login\nWhen selecciono ""Iniciar con Apple""\nThen se autentica y redirige al dashboard","def test_apple_login_success():\n  # Mockea API Apple\ndef test_apple_login_failure():\n  # Mockea error de autenticación",13,18
STORY-085,Ver productos más vendidos,"Feature: Lista de productos\nScenario: Usuario ve productos populares\nGiven estoy en la página principal\nWhen navego a ""Más vendidos""\nThen veo lista de productos más vendidos","def test_top_sellers_load():\n  # Verifica carga de productos\ndef test_top_sellers_accuracy():\n  # Verifica datos correctos",5,7
STORY-086,Agregar producto a favoritos,"Feature: Favoritos\nScenario: Usuario marca producto como favorito\nGiven estoy en página de producto\nWhen clico ""Añadir a favoritos""\nThen el producto aparece en mis favoritos","def test_add_to_favorites():\n  # Verifica adición\ndef test_favorites_counter_update():\n  # Verifica contador",3,4
STORY-087,Notificación de entrega programada,"Feature: Notificaciones\nScenario: Usuario recibe alerta de entrega\nGiven mi pedido está en tránsito\nWhen se programa la entrega\nThen recibo notificación por email","def test_delivery_notification_sent():\n  # Mockea envío de email\ndef test_notification_content():\n  # Verifica contenido",8,10
STORY-088,Restringir acceso por rol,"Feature: Seguridad\nScenario: Sistema restringe acceso por rol\nGiven estoy autenticado\nWhen intento acceder a página de admin\nThen veo error si no tengo rol admin","def test_role_based_access():\n  # Verifica restricción\ndef test_admin_access_success():\n  # Verifica acceso permitido",5,7
STORY-089,Filtrar productos por marca,"Feature: Lista de productos\nScenario: Usuario filtra por marca\nGiven estoy en lista de productos\nWhen selecciono marca ""Samsung""\nThen veo solo productos de esa marca","def test_brand_filter_applied():\n  # Verifica filtro aplicado",5,6
STORY-090,Integración con API de chat en vivo,"Feature: Soporte\nScenario: Usuario inicia chat en vivo\nGiven estoy en página de soporte\nWhen clico ""Iniciar chat""\nThen se abre ventana de chat conectada a API","def test_chat_api_initialization():\n  # Mockea API de chat\ndef test_chat_connection_failure():\n  # Verifica manejo de error",13,18
